tracking_event_id,shipment_id,event_timestamp,event_type,event_location,latitude,longitude,event_source,event_payload,created_at
394,63,2026-04-04T04:23:17+00:00,arrived_hub,Hub 19,39.866102,11.13791,iot_gateway,"{""shipment_id"": 63, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-04-04T04:29:17+00:00
395,63,2026-04-04T05:44:29+00:00,out_for_delivery,Porto,41.338578,-0.932418,iot_gateway,"{""shipment_id"": 63, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-04-04T05:53:29+00:00
396,63,2026-04-04T09:24:41+00:00,delivered,Porto,51.821978,0.519107,iot_gateway,"{""shipment_id"": 63, ""status"": ""delivered"", ""source_quality"": ""low""}",2026-04-04T09:27:41+00:00
397,64,2025-08-30T17:30:44+00:00,created,Hub 11,37.744742,7.615574,tms,"{""shipment_id"": 64, ""status"": ""created"", ""source_quality"": ""low""}",2025-08-30T17:34:44+00:00
398,64,2025-08-31T01:05:56+00:00,picked_up,Hub 21,47.65613,-0.538469,mobile_app,"{""shipment_id"": 64, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-08-31T01:10:56+00:00
399,64,2025-08-31T07:01:08+00:00,departed_warehouse,Hub 02,44.34321,11.246715,carrier_api,"{""shipment_id"": 64, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-08-31T07:02:08+00:00
400,64,2025-08-31T13:55:20+00:00,in_transit,Hub 16,50.316692,1.734255,tms,"{""shipment_id"": 64, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-08-31T13:56:20+00:00
401,64,2025-08-31T21:43:32+00:00,arrived_hub,Hub 14,50.455082,4.147192,carrier_api,"{""shipment_id"": 64, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-08-31T21:51:32+00:00
402,64,2025-09-01T04:43:44+00:00,out_for_delivery,Braga,45.863002,13.736928,manual,"{""shipment_id"": 64, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-09-01T04:47:44+00:00
403,64,2025-09-01T11:53:56+00:00,delivered,Braga,42.88429,7.978849,iot_gateway,"{""shipment_id"": 64, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-09-01T11:58:56+00:00
404,65,2025-04-23T21:18:13+00:00,created,Hub 15,45.646657,12.945798,manual,"{""shipment_id"": 65, ""status"": ""created"", ""source_quality"": ""medium""}",2025-04-23T21:22:13+00:00
405,65,2025-04-24T01:17:25+00:00,picked_up,Hub 20,36.262451,6.230816,tms,"{""shipment_id"": 65, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-04-24T01:25:25+00:00
406,65,2025-04-24T01:23:37+00:00,departed_warehouse,Hub 02,48.646037,-3.094865,carrier_api,"{""shipment_id"": 65, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-04-24T01:29:37+00:00
407,65,2025-04-24T04:41:49+00:00,in_transit,Hub 03,42.229545,2.563301,manual,"{""shipment_id"": 65, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-04-24T04:46:49+00:00
408,65,2025-04-24T08:40:01+00:00,arrived_hub,Hub 15,52.397414,12.115564,mobile_app,"{""shipment_id"": 65, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-04-24T08:45:01+00:00
409,65,2025-04-24T08:35:13+00:00,out_for_delivery,Porto,52.123539,-0.309064,carrier_api,"{""shipment_id"": 65, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-04-24T08:43:13+00:00
410,65,2025-04-24T11:27:25+00:00,delivered,Porto,37.434179,13.150921,manual,"{""shipment_id"": 65, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-04-24T11:32:25+00:00
411,66,2026-03-02T16:20:51+00:00,created,Hub 11,37.531772,5.456027,iot_gateway,"{""shipment_id"": 66, ""status"": ""created"", ""source_quality"": ""low""}",2026-03-02T16:24:51+00:00
412,66,2026-03-02T15:16:03+00:00,picked_up,Hub 02,40.988325,-6.217325,manual,"{""shipment_id"": 66, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-03-02T15:24:03+00:00
413,66,2026-03-02T19:17:15+00:00,departed_warehouse,Hub 12,40.027153,9.603428,carrier_api,"{""shipment_id"": 66, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2026-03-02T19:23:15+00:00
414,66,2026-03-02T19:44:27+00:00,in_transit,Hub 13,50.329218,9.866387,iot_gateway,"{""shipment_id"": 66, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2026-03-02T19:47:27+00:00
415,66,2026-03-02T23:53:39+00:00,arrived_hub,Hub 16,46.683194,4.989759,carrier_api,"{""shipment_id"": 66, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2026-03-02T23:59:39+00:00
416,66,2026-03-03T01:22:51+00:00,out_for_delivery,Porto,41.184478,-6.096612,iot_gateway,"{""shipment_id"": 66, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-03-03T01:29:51+00:00
417,66,2026-03-03T04:47:03+00:00,delivered,Porto,36.968144,-8.444914,carrier_api,"{""shipment_id"": 66, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-03-03T04:51:03+00:00
418,67,2025-02-04T16:11:48+00:00,created,Hub 20,36.859509,-4.910982,carrier_api,"{""shipment_id"": 67, ""status"": ""created"", ""source_quality"": ""high""}",2025-02-04T16:19:48+00:00
419,67,2025-02-05T01:13:48+00:00,picked_up,Hub 14,43.447236,11.35389,carrier_api,"{""shipment_id"": 67, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-02-05T01:22:48+00:00
420,67,2025-02-05T07:43:48+00:00,departed_warehouse,Hub 03,40.576356,7.195373,tms,"{""shipment_id"": 67, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-02-05T07:50:48+00:00
421,67,2025-02-05T15:18:48+00:00,in_transit,Hub 22,47.199596,11.626935,iot_gateway,"{""shipment_id"": 67, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-02-05T15:19:48+00:00
422,67,2025-02-05T22:34:48+00:00,arrived_hub,Hub 23,44.859183,5.75293,tms,"{""shipment_id"": 67, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-02-05T22:39:48+00:00
423,67,2025-02-06T05:56:48+00:00,out_for_delivery,Madrid,43.885416,-4.975181,manual,"{""shipment_id"": 67, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-02-06T05:58:48+00:00
424,67,2025-02-06T12:59:48+00:00,delivered,Madrid,42.120597,8.021816,manual,"{""shipment_id"": 67, ""status"": ""delivered"", ""source_quality"": ""high""}",2025-02-06T13:08:48+00:00
425,68,2025-12-02T16:28:59+00:00,created,Hub 13,39.138081,9.495285,tms,"{""shipment_id"": 68, ""status"": ""created"", ""source_quality"": ""medium""}",2025-12-02T16:30:59+00:00
426,68,2025-12-02T18:37:35+00:00,picked_up,Hub 04,50.928683,-2.656166,manual,"{""shipment_id"": 68, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-12-02T18:40:35+00:00
427,68,2025-12-02T19:37:11+00:00,departed_warehouse,Hub 18,43.263567,-2.183311,tms,"{""shipment_id"": 68, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-12-02T19:42:11+00:00
428,68,2025-12-02T21:06:47+00:00,in_transit,Hub 21,40.00447,-1.052348,manual,"{""shipment_id"": 68, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-12-02T21:10:47+00:00
429,68,2025-12-03T00:32:23+00:00,arrived_hub,Hub 02,37.149581,3.676215,manual,"{""shipment_id"": 68, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2025-12-03T00:37:23+00:00
430,68,2025-12-03T01:25:59+00:00,out_for_delivery,Lisbon,41.710444,13.950312,carrier_api,"{""shipment_id"": 68, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-12-03T01:27:59+00:00
431,68,2025-12-03T05:53:35+00:00,delivered,Lisbon,47.040873,1.267073,carrier_api,"{""shipment_id"": 68, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-12-03T05:54:35+00:00
432,69,2026-02-16T21:29:53+00:00,created,Hub 18,37.155981,-7.573301,iot_gateway,"{""shipment_id"": 69, ""status"": ""created"", ""source_quality"": ""medium""}",2026-02-16T21:37:53+00:00
433,69,2026-02-16T23:55:05+00:00,picked_up,Hub 04,40.075342,6.495766,carrier_api,"{""shipment_id"": 69, ""status"": ""picked_up"", ""source_quality"": ""low""}",2026-02-16T23:59:05+00:00
434,69,2026-02-17T01:48:17+00:00,departed_warehouse,Hub 24,41.9414,-8.349519,carrier_api,"{""shipment_id"": 69, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2026-02-17T01:53:17+00:00
435,69,2026-02-17T04:54:29+00:00,in_transit,Hub 15,52.734337,-5.610019,carrier_api,"{""shipment_id"": 69, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-02-17T04:57:29+00:00
436,69,2026-02-17T05:44:41+00:00,arrived_hub,Hub 17,50.229102,-5.945978,tms,"{""shipment_id"": 69, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2026-02-17T05:49:41+00:00
437,69,2026-02-17T09:19:53+00:00,out_for_delivery,Porto,40.143611,-4.226136,manual,"{""shipment_id"": 69, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2026-02-17T09:28:53+00:00
438,69,2026-02-17T10:49:05+00:00,delivered,Porto,41.214979,4.57588,manual,"{""shipment_id"": 69, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-02-17T10:55:05+00:00
439,70,2025-02-02T10:31:30+00:00,created,Hub 12,51.431702,-4.803977,manual,"{""shipment_id"": 70, ""status"": ""created"", ""source_quality"": ""medium""}",2025-02-02T10:40:30+00:00
440,70,2025-02-02T18:37:30+00:00,picked_up,Hub 06,37.203979,6.549251,carrier_api,"{""shipment_id"": 70, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-02-02T18:38:30+00:00
441,70,2025-02-03T05:19:30+00:00,departed_warehouse,Hub 15,36.07321,1.565649,tms,"{""shipment_id"": 70, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-02-03T05:20:30+00:00
442,70,2025-02-03T08:27:30+00:00,in_transit,Hub 03,51.584586,11.700618,iot_gateway,"{""shipment_id"": 70, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-02-03T08:28:30+00:00
443,70,2025-02-03T17:56:30+00:00,arrived_hub,Hub 23,48.72779,1.023056,carrier_api,"{""shipment_id"": 70, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-02-03T17:58:30+00:00
444,70,2025-02-03T23:34:30+00:00,out_for_delivery,Madrid,51.991795,-5.062832,manual,"{""shipment_id"": 70, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-02-03T23:42:30+00:00
445,70,2025-02-04T08:14:30+00:00,delivered,Madrid,50.705723,6.464768,tms,"{""shipment_id"": 70, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-02-04T08:16:30+00:00
446,71,2025-04-18T01:11:40+00:00,created,Hub 13,39.996677,1.593355,carrier_api,"{""shipment_id"": 71, ""status"": ""created"", ""source_quality"": ""medium""}",2025-04-18T01:18:40+00:00
447,71,2025-04-18T17:17:22+00:00,picked_up,Hub 04,41.895891,-0.93261,iot_gateway,"{""shipment_id"": 71, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-04-18T17:22:22+00:00
448,71,2025-04-19T08:14:04+00:00,departed_warehouse,Hub 05,43.017663,-2.372372,carrier_api,"{""shipment_id"": 71, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-04-19T08:20:04+00:00
449,71,2025-04-19T22:43:46+00:00,in_transit,Hub 13,49.046926,-1.035439,manual,"{""shipment_id"": 71, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-04-19T22:45:46+00:00
450,71,2025-04-20T12:41:28+00:00,arrived_hub,Hub 06,43.230985,12.960542,iot_gateway,"{""shipment_id"": 71, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-04-20T12:45:28+00:00
451,71,2025-04-21T03:35:10+00:00,out_for_delivery,Porto,45.796473,-0.061322,iot_gateway,"{""shipment_id"": 71, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-04-21T03:44:10+00:00
452,71,2025-04-21T20:13:52+00:00,delivered,Porto,52.682043,11.377976,manual,"{""shipment_id"": 71, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-04-21T20:16:52+00:00
453,72,2026-02-11T02:07:51+00:00,created,Hub 20,43.362942,10.784813,manual,"{""shipment_id"": 72, ""status"": ""created"", ""source_quality"": ""medium""}",2026-02-11T02:11:51+00:00
454,72,2026-02-11T05:15:57+00:00,picked_up,Hub 14,47.093152,-6.785601,mobile_app,"{""shipment_id"": 72, ""status"": ""picked_up"", ""source_quality"": ""low""}",2026-02-11T05:17:57+00:00
455,72,2026-02-11T07:48:03+00:00,departed_warehouse,Hub 06,42.037001,12.80076,iot_gateway,"{""shipment_id"": 72, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2026-02-11T07:52:03+00:00
456,72,2026-02-11T10:41:09+00:00,in_transit,Hub 23,43.113695,-3.711412,manual,"{""shipment_id"": 72, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-02-11T10:43:09+00:00
457,72,2026-02-11T12:31:15+00:00,arrived_hub,Hub 18,40.673788,11.60499,manual,"{""shipment_id"": 72, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2026-02-11T12:38:15+00:00
458,72,2026-02-11T16:11:21+00:00,out_for_delivery,Hamburg,41.03644,13.202761,carrier_api,"{""shipment_id"": 72, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2026-02-11T16:14:21+00:00
459,72,2026-02-11T19:46:27+00:00,delivered,Hamburg,45.426502,7.100069,iot_gateway,"{""shipment_id"": 72, ""status"": ""delivered"", ""source_quality"": ""high""}",2026-02-11T19:49:27+00:00
460,73,2025-11-12T04:01:59+00:00,created,Hub 23,48.299293,5.406427,tms,"{""shipment_id"": 73, ""status"": ""created"", ""source_quality"": ""medium""}",2025-11-12T04:05:59+00:00
461,73,2025-11-12T10:03:11+00:00,picked_up,Hub 10,41.049173,12.888405,manual,"{""shipment_id"": 73, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-11-12T10:07:11+00:00
462,73,2025-11-12T18:42:23+00:00,departed_warehouse,Hub 08,38.62161,9.483332,manual,"{""shipment_id"": 73, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-11-12T18:45:23+00:00
463,73,2025-11-13T02:53:35+00:00,in_transit,Hub 12,47.882556,-2.197281,mobile_app,"{""shipment_id"": 73, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-11-13T02:58:35+00:00
464,73,2025-11-13T08:36:47+00:00,arrived_hub,Hub 04,41.807351,-0.098783,carrier_api,"{""shipment_id"": 73, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-11-13T08:42:47+00:00
465,73,2025-11-13T16:01:59+00:00,out_for_delivery,Braga,39.569229,-2.720627,manual,"{""shipment_id"": 73, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-11-13T16:08:59+00:00
466,73,2025-11-13T22:52:11+00:00,delivered,Braga,43.522286,-0.822833,iot_gateway,"{""shipment_id"": 73, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-11-13T23:00:11+00:00
467,74,2025-10-29T02:15:02+00:00,created,Hub 21,43.737516,-1.475461,manual,"{""shipment_id"": 74, ""status"": ""created"", ""source_quality"": ""high""}",2025-10-29T02:21:02+00:00
468,74,2025-10-29T08:35:02+00:00,picked_up,Hub 03,47.806123,10.310603,iot_gateway,"{""shipment_id"": 74, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-10-29T08:41:02+00:00
469,74,2025-10-29T14:29:02+00:00,departed_warehouse,Hub 12,47.30333,-1.266684,tms,"{""shipment_id"": 74, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-10-29T14:37:02+00:00
470,74,2025-10-30T01:00:02+00:00,in_transit,Hub 05,47.394012,13.548,carrier_api,"{""shipment_id"": 74, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-10-30T01:02:02+00:00
471,74,2025-10-30T07:26:02+00:00,arrived_hub,Hub 12,47.412978,12.463883,tms,"{""shipment_id"": 74, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-10-30T07:34:02+00:00
472,74,2025-10-30T13:39:02+00:00,out_for_delivery,Madrid,38.87201,13.911079,carrier_api,"{""shipment_id"": 74, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-10-30T13:41:02+00:00
473,74,2025-10-30T23:07:02+00:00,delivered,Madrid,52.982447,9.571285,iot_gateway,"{""shipment_id"": 74, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-10-30T23:13:02+00:00
474,75,2025-11-21T17:25:47+00:00,created,Hub 18,51.278517,9.080108,mobile_app,"{""shipment_id"": 75, ""status"": ""created"", ""source_quality"": ""high""}",2025-11-21T17:27:47+00:00
475,75,2025-11-21T20:49:23+00:00,picked_up,Hub 14,45.233729,7.002387,iot_gateway,"{""shipment_id"": 75, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-11-21T20:58:23+00:00
476,75,2025-11-21T22:46:59+00:00,departed_warehouse,Hub 04,45.722731,-1.618069,manual,"{""shipment_id"": 75, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-11-21T22:54:59+00:00
477,75,2025-11-22T00:18:35+00:00,in_transit,Hub 24,49.139489,11.608669,iot_gateway,"{""shipment_id"": 75, ""status"": ""in_transit"", ""source_quality"": ""high""}",2025-11-22T00:24:35+00:00
478,75,2025-11-22T01:40:11+00:00,arrived_hub,Hub 05,39.335887,4.054154,carrier_api,"{""shipment_id"": 75, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-11-22T01:41:11+00:00
479,75,2025-11-22T03:49:47+00:00,out_for_delivery,Lisbon,43.425715,-5.183015,iot_gateway,"{""shipment_id"": 75, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2025-11-22T03:57:47+00:00
480,75,2025-11-22T05:35:23+00:00,delivered,Lisbon,40.96644,0.365926,iot_gateway,"{""shipment_id"": 75, ""status"": ""delivered"", ""source_quality"": ""low""}",2025-11-22T05:44:23+00:00
481,76,2026-03-05T12:44:00+00:00,created,Hub 20,43.13514,-7.555894,carrier_api,"{""shipment_id"": 76, ""status"": ""created"", ""source_quality"": ""medium""}",2026-03-05T12:47:00+00:00
482,76,2026-03-08T02:09:48+00:00,cancelled,Hub 18,47.481068,2.442088,manual,"{""shipment_id"": 76, ""status"": ""cancelled"", ""source_quality"": ""high""}",2026-03-08T02:12:48+00:00
483,77,2025-05-23T09:04:23+00:00,created,Hub 09,44.29133,-7.319375,iot_gateway,"{""shipment_id"": 77, ""status"": ""created"", ""source_quality"": ""medium""}",2025-05-23T09:07:23+00:00
484,77,2025-05-24T00:26:05+00:00,picked_up,Hub 20,52.950489,-6.611956,tms,"{""shipment_id"": 77, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-05-24T00:35:05+00:00
485,77,2025-05-24T16:05:47+00:00,departed_warehouse,Hub 12,39.13882,8.287634,manual,"{""shipment_id"": 77, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2025-05-24T16:11:47+00:00
486,77,2025-05-25T06:00:29+00:00,in_transit,Hub 02,46.7885,-3.597322,iot_gateway,"{""shipment_id"": 77, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-05-25T06:09:29+00:00
487,77,2025-05-25T21:46:11+00:00,arrived_hub,Hub 06,45.2305,8.701039,iot_gateway,"{""shipment_id"": 77, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-05-25T21:52:11+00:00
488,77,2025-05-26T12:55:53+00:00,out_for_delivery,Porto,36.558291,5.893127,carrier_api,"{""shipment_id"": 77, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-05-26T12:59:53+00:00
489,77,2025-05-27T02:55:35+00:00,delivered,Porto,37.903939,0.092985,manual,"{""shipment_id"": 77, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-05-27T02:59:35+00:00
490,78,2025-12-27T06:14:20+00:00,created,Hub 01,46.199626,-1.684168,manual,"{""shipment_id"": 78, ""status"": ""created"", ""source_quality"": ""medium""}",2025-12-27T06:20:20+00:00
491,78,2025-12-29T18:40:08+00:00,cancelled,Hub 01,37.677032,4.535683,mobile_app,"{""shipment_id"": 78, ""status"": ""cancelled"", ""source_quality"": ""medium""}",2025-12-29T18:41:08+00:00
492,79,2026-04-01T02:29:04+00:00,created,Hub 23,45.736843,8.694304,mobile_app,"{""shipment_id"": 79, ""status"": ""created"", ""source_quality"": ""medium""}",2026-04-01T02:32:04+00:00
493,79,2026-04-03T14:47:52+00:00,cancelled,Hub 15,47.706348,0.589743,iot_gateway,"{""shipment_id"": 79, ""status"": ""cancelled"", ""source_quality"": ""high""}",2026-04-03T14:54:52+00:00
494,80,2025-01-27T14:35:14+00:00,created,Hub 12,52.593426,2.048277,manual,"{""shipment_id"": 80, ""status"": ""created"", ""source_quality"": ""high""}",2025-01-27T14:44:14+00:00
495,80,2025-01-27T18:36:44+00:00,picked_up,Hub 09,51.308746,10.551805,mobile_app,"{""shipment_id"": 80, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-01-27T18:43:44+00:00
496,80,2025-01-27T21:23:14+00:00,departed_warehouse,Hub 22,45.059078,6.663417,mobile_app,"{""shipment_id"": 80, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-01-27T21:31:14+00:00
497,80,2025-01-28T00:49:44+00:00,in_transit,Hub 02,37.742365,-0.858553,manual,"{""shipment_id"": 80, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-01-28T00:58:44+00:00
498,80,2025-01-28T04:17:14+00:00,arrived_hub,Hub 14,46.654839,-5.968238,tms,"{""shipment_id"": 80, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-01-28T04:22:14+00:00
499,80,2025-01-28T07:11:44+00:00,out_for_delivery,Amsterdam,37.27866,10.765566,mobile_app,"{""shipment_id"": 80, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-01-28T07:16:44+00:00
500,80,2025-01-28T09:51:14+00:00,delivered,Amsterdam,37.10313,6.439487,manual,"{""shipment_id"": 80, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-01-28T09:54:14+00:00
501,81,2026-02-06T23:20:20+00:00,created,Hub 09,40.323078,-4.073377,iot_gateway,"{""shipment_id"": 81, ""status"": ""created"", ""source_quality"": ""low""}",2026-02-06T23:24:20+00:00
502,81,2026-02-07T00:36:56+00:00,picked_up,Hub 03,39.995071,1.189174,manual,"{""shipment_id"": 81, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2026-02-07T00:44:56+00:00
503,81,2026-02-07T02:41:32+00:00,departed_warehouse,Hub 10,46.436826,11.654671,manual,"{""shipment_id"": 81, ""status"": ""departed_warehouse"", ""source_quality"": ""medium""}",2026-02-07T02:49:32+00:00
504,81,2026-02-07T04:40:08+00:00,in_transit,Hub 23,50.811938,5.293305,tms,"{""shipment_id"": 81, ""status"": ""in_transit"", ""source_quality"": ""high""}",2026-02-07T04:46:08+00:00
505,81,2026-02-07T08:30:44+00:00,arrived_hub,Hub 15,44.255211,-7.051851,mobile_app,"{""shipment_id"": 81, ""status"": ""arrived_hub"", ""source_quality"": ""high""}",2026-02-07T08:37:44+00:00
506,81,2026-02-07T09:02:20+00:00,out_for_delivery,Lisbon,50.697761,-7.193987,manual,"{""shipment_id"": 81, ""status"": ""out_for_delivery"", ""source_quality"": ""low""}",2026-02-07T09:09:20+00:00
507,81,2026-02-07T11:13:56+00:00,delivered,Lisbon,46.613247,10.818797,mobile_app,"{""shipment_id"": 81, ""status"": ""delivered"", ""source_quality"": ""medium""}",2026-02-07T11:15:56+00:00
508,82,2025-05-11T13:26:00+00:00,created,Hub 02,37.985781,-8.740571,manual,"{""shipment_id"": 82, ""status"": ""created"", ""source_quality"": ""low""}",2025-05-11T13:29:00+00:00
509,82,2025-05-12T00:19:18+00:00,picked_up,Hub 21,45.525983,0.316295,iot_gateway,"{""shipment_id"": 82, ""status"": ""picked_up"", ""source_quality"": ""medium""}",2025-05-12T00:21:18+00:00
510,82,2025-05-12T09:13:36+00:00,departed_warehouse,Hub 18,47.101909,11.679924,iot_gateway,"{""shipment_id"": 82, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-05-12T09:21:36+00:00
511,82,2025-05-12T19:33:54+00:00,in_transit,Hub 01,49.99342,-4.814981,tms,"{""shipment_id"": 82, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-05-12T19:40:54+00:00
512,82,2025-05-13T06:14:12+00:00,arrived_hub,Hub 15,43.204225,-0.50714,tms,"{""shipment_id"": 82, ""status"": ""arrived_hub"", ""source_quality"": ""medium""}",2025-05-13T06:22:12+00:00
513,82,2025-05-13T16:49:30+00:00,out_for_delivery,Amsterdam,43.667738,-5.166966,mobile_app,"{""shipment_id"": 82, ""status"": ""out_for_delivery"", ""source_quality"": ""high""}",2025-05-13T16:57:30+00:00
514,82,2025-05-14T01:38:48+00:00,delivered,Amsterdam,50.949614,0.820377,tms,"{""shipment_id"": 82, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-05-14T01:40:48+00:00
515,83,2025-04-15T19:46:48+00:00,created,Hub 22,36.746757,-1.058154,carrier_api,"{""shipment_id"": 83, ""status"": ""created"", ""source_quality"": ""high""}",2025-04-15T19:49:48+00:00
516,83,2025-04-15T21:26:24+00:00,picked_up,Hub 16,38.691935,-8.484595,iot_gateway,"{""shipment_id"": 83, ""status"": ""picked_up"", ""source_quality"": ""high""}",2025-04-15T21:30:24+00:00
517,83,2025-04-16T00:33:00+00:00,departed_warehouse,Hub 09,46.153455,12.110189,tms,"{""shipment_id"": 83, ""status"": ""departed_warehouse"", ""source_quality"": ""high""}",2025-04-16T00:35:00+00:00
518,83,2025-04-16T03:21:36+00:00,in_transit,Hub 21,49.438294,6.232739,iot_gateway,"{""shipment_id"": 83, ""status"": ""in_transit"", ""source_quality"": ""low""}",2025-04-16T03:23:36+00:00
519,83,2025-04-16T04:05:12+00:00,arrived_hub,Hub 06,44.885945,8.727654,iot_gateway,"{""shipment_id"": 83, ""status"": ""arrived_hub"", ""source_quality"": ""low""}",2025-04-16T04:08:12+00:00
520,83,2025-04-16T05:24:48+00:00,out_for_delivery,Lisbon,50.172228,-8.133758,tms,"{""shipment_id"": 83, ""status"": ""out_for_delivery"", ""source_quality"": ""medium""}",2025-04-16T05:28:48+00:00
521,83,2025-04-16T07:31:24+00:00,delivered,Lisbon,36.978304,7.117262,manual,"{""shipment_id"": 83, ""status"": ""delivered"", ""source_quality"": ""medium""}",2025-04-16T07:33:24+00:00
522,84,2025-01-30T09:36:46+00:00,created,Hub 20,46.890011,-7.011444,carrier_api,"{""shipment_id"": 84, ""status"": ""created"", ""source_quality"": ""medium""}",2025-01-30T09:42:46+00:00
523,84,2025-01-30T10:53:28+00:00,picked_up,Hub 13,41.603499,-7.458796,carrier_api,"{""shipment_id"": 84, ""status"": ""picked_up"", ""source_quality"": ""low""}",2025-01-30T10:55:28+00:00
524,84,2025-01-30T11:01:10+00:00,departed_warehouse,Hub 02,39.38039,10.996009,manual,"{""shipment_id"": 84, ""status"": ""departed_warehouse"", ""source_quality"": ""low""}",2025-01-30T11:05:10+00:00
525,84,2025-01-30T12:45:52+00:00,in_transit,Hub 20,37.451064,-8.869912,iot_gateway,"{""shipment_id"": 84, ""status"": ""in_transit"", ""source_quality"": ""medium""}",2025-01-30T12:49:52+00:00
